,movieId,rating
467,203801,4
468,3172,3
469,6520,3
470,6520,3
471,37958,4
472,7450,4
473,11375,3
474,9425,4
475,23685,4
476,11866,3
477,11866,3
478,211672,3
479,23629,3
480,8688,3
481,10153,3
482,10153,3
483,8676,3
484,197,3
485,10477,3
486,10477,3
487,809,3
488,920,2
489,7451,3
490,879,3
491,1573,3
492,9257,3
493,1903,2
494,395,4
495,10590,3
496,117263,3
497,200,4
498,200,4
499,44943,4
500,587,4
501,587,4
502,10395,3
503,152760,3
504,2756,4
505,33909,3
506,49017,3
507,9882,3
508,978,3
509,978,3
510,3132,3
511,8814,3
512,8427,3
513,52520,3
514,49021,3
515,11535,3
516,10550,3
517,11258,2
518,12610,3
519,59981,2
520,201088,3
521,5137,4
522,3093,3
523,188207,4
524,188207,4
525,24021,3
526,11371,3
527,11517,4
528,26428,3
529,9824,5
530,48988,3
531,72331,3
532,1844,2
533,9703,4
534,136797,3
535,136797,3
536,603,4
537,9342,4
538,41733,3
539,5551,3
540,9350,3
541,9208,3
542,11820,2
543,36648,4
544,9440,3
545,71679,3
546,71679,3
547,10483,3
548,11412,3
549,6795,4
550,6795,4
551,9292,4
552,10783,3
553,9947,4
554,12618,2
555,253412,3
556,253412,3
557,1427,4
558,818,4
559,16577,3
560,329,4
561,12160,3
562,9331,3
563,300168,4
564,300168,4
565,9072,3
566,9072,3
567,12138,4
568,273248,3
569,9955,3
570,1271,4
571,497,4
572,497,4
573,11199,4
574,710,3
575,136400,4
576,10992,2
577,9654,4
578,2642,2
579,2119,3
580,294254,3
581,39514,4
582,39514,4
583,547,2
584,9334,4
585,9334,4
586,75780,3
587,8914,3
588,8914,3
589,10628,4
590,10628,4
591,9509,3
592,10067,2
593,9384,3
594,1487,4
595,77174,3
596,4824,4
597,9620,4
598,10771,3
599,267860,3
600,8078,3
601,7485,3
602,6435,3
603,137106,3
604,10040,2
605,10040,3
606,6278,4
607,82682,3
608,17610,3
609,16995,3
610,5820,3
611,16866,3
612,201,4
613,9932,3
614,13389,3
615,8838,3
616,4958,3
617,11679,4
618,11679,4
619,38321,3
620,38321,3
621,14411,3
622,9676,3
623,9664,3
624,123553,4
625,123553,4
626,11260,3
627,9009,1
628,11374,3
629,2309,3
630,2309,3
631,8285,4
632,8285,4
633,210860,3
634,2312,4
635,381902,4
636,13922,3
637,293660,4
638,190859,3
639,190859,3
640,1370,3
641,35791,4
642,35791,4
643,72431,4
644,72431,4
645,8840,3
646,8840,3
647,10589,4
648,71676,3
649,1722,2
650,11358,3
651,6477,3
652,1597,2
653,1924,5
654,9327,3
655,8488,2
656,156022,3
657,7303,2
658,24,4
659,393,3
660,9618,4
661,9374,3
662,8584,4
663,2320,3
664,1729,4
665,8077,3
666,8195,4
667,10586,3
668,80035,3
669,10632,3
670,1792,3
671,3580,3
672,12123,3
673,9566,1
674,4517,2
675,8202,4
676,34314,3
677,145220,3
678,14623,4
679,10375,3
680,70074,3
681,242,3
682,8536,5
683,8046,3
684,479,4
685,479,4
686,824,2
687,261023,3
688,640,2
689,640,3
690,6519,4
691,6519,4
692,524,3
693,26389,3
694,11817,4
695,9969,2
696,18239,3
697,808,3
698,8367,3
699,72105,3
700,187017,4
701,187017,4
702,302699,3
703,9441,2
704,224141,3
705,388,3
706,2112,3
707,10329,4
708,13811,4
709,6950,3
710,13836,4
711,752,3
712,6038,4
713,12103,2
714,60304,3
715,60304,3
716,46529,4
717,300671,3
718,66,3
719,4421,3
720,9631,3
721,9631,4
722,306,4
723,928,3
724,1577,3
725,14199,3
726,22832,3
727,22832,3
728,38579,2
729,44603,3
730,11892,3
731,9691,4
732,72710,3
733,10782,3
734,10782,3
735,9573,3
736,10061,4
737,10386,4
738,421,3
739,13498,3
740,241554,3
741,11968,4
742,10047,4
743,69668,2
744,11212,3
745,9923,3
746,9923,4
747,18501,3
748,12634,3
749,10416,3
750,47327,4
751,15268,4
752,10796,3
753,9548,3
754,18947,3
755,89,4
756,198184,4
757,6415,4
758,6415,4
759,9896,3
760,167,3
761,167,3
762,11232,3
763,1636,3
764,9894,1
765,8592,4
766,1368,3
767,593,4
768,5393,3
769,9095,1
770,11467,2
771,199,4
772,20533,3
773,82675,3
774,82675,3
775,4256,3
776,1493,4
777,88751,4
778,9869,3
779,9869,3
780,2034,3
781,36647,3
782,1537,4
783,6282,3
784,2636,3
785,27983,2
786,7453,3
787,7737,3
788,17379,3
789,17379,3
790,8987,4
791,11359,3
792,82525,3
793,9759,4
794,9486,4
795,9906,3
796,9906,3
797,841,4
798,2207,4
799,9381,4
800,9625,4
801,9304,4
802,20856,4
803,20856,4
804,9826,4
805,9826,4
806,10858,3
807,11439,2
808,9457,4
809,9457,4
810,1494,4
811,13184,3
812,58233,4
813,116977,3
814,5503,4
815,27573,3
816,27573,3
817,819,3
818,1369,3
819,10935,3
820,834,4
821,711,3
822,10468,3
823,10027,4
824,11812,2
825,27582,3
826,64688,4
827,136795,4
828,87826,3
829,709,3
830,2749,3
831,9607,3
832,79,4
833,54054,4
834,228967,3
835,46528,4
836,27936,3
837,27936,4
838,65,3
839,280391,3
840,9476,3
841,10610,3
842,49527,3
843,73937,3
844,1885,3
845,168672,3
846,165,3
847,240832,4
848,12279,4
849,37799,3
850,4257,3
851,196,3
852,9036,3
853,323675,3
854,9361,3
855,187,3
856,7461,3
857,11565,3
858,6073,3
859,4380,2
860,11551,5
861,10336,4
862,11362,3
863,68179,3
864,1579,3
865,708,3
866,34851,4
867,9913,1
868,11975,2
869,4970,1
870,9096,3
871,440,3
872,11011,2
873,39513,4
874,10537,3
875,10647,2
876,8850,4
877,11398,4
878,9306,3
879,11370,4
880,203,3
881,62835,3
882,13536,3
883,10718,3
884,6071,4
885,6071,3
886,10461,3
887,12704,4
888,12704,4
889,2687,4
890,8849,3
891,24418,4
892,14655,3
893,10366,4
894,10366,4
895,4965,3
896,4965,3
897,15074,3
898,15074,3
899,56715,4
900,20542,4
901,266396,4
902,9978,3
903,10428,3
904,5353,3
905,14392,3
906,19495,3
907,110415,4
908,77459,3
909,26486,3
910,26486,3
911,9495,3
912,256040,4
913,16320,4
914,9531,5
915,12289,4
916,12289,4
917,20943,2
918,9488,3
919,193,4
920,44865,3
921,257932,3
922,10534,3
923,87421,3
924,10871,3
925,13503,3
926,13600,3
927,14324,3
928,299687,4
929,312221,3
930,10488,3
931,96721,3
932,23742,4
933,23742,4
934,8966,3
935,11001,4
936,138832,3
937,16911,4
938,16911,4
939,36670,3
940,23048,4
941,8409,3
942,8409,3
943,31908,3
944,10219,2
945,365222,3
946,817,4
947,268,4
948,943,4
949,10054,3
950,51540,3
951,51540,3
952,44264,3
953,44264,3
954,152,4
955,109431,3
956,1598,3
957,8065,3
958,271718,3
959,409,2
960,9348,3
961,9313,4
962,13920,3
963,22949,1
964,12437,4
965,12437,4
966,9366,3
967,1576,3
968,13051,3
969,49530,3
970,49530,3
971,11469,4
972,11469,4
973,11667,3
974,88794,3
975,169,3
976,3604,3
977,94348,3
978,336004,3
979,35019,3
980,10410,3
981,11918,4
982,49526,3
983,268920,4
984,119283,4
985,11823,2
986,849,4
987,4515,4
988,18886,3
989,13496,3
990,13496,3
991,22787,3
992,8967,3
993,37498,3
994,37498,3
995,144336,3
996,9616,2
997,13056,4
998,49478,3
999,9726,2
1000,20763,3
1001,9702,3
1002,9311,3
1003,26843,3
1004,26843,3
1005,45958,3
1006,1969,4
1007,310706,2
1008,310706,3
1009,198663,3
1010,1381,3
1011,1381,3
1012,127493,3
1013,18254,3
1014,10877,3
1015,9600,3
1016,202575,3
1017,7220,4
1018,9763,3
1019,72387,3
1020,1892,4
1021,13460,3
1022,9294,3
1023,9647,3
1024,55721,2
1025,109414,3
1026,11978,3
1027,22907,3
1028,22907,3
1029,38322,4
1030,7305,3
1031,7305,3
1032,11519,3
1033,9335,3
1034,12106,3
1035,8649,3
1036,31867,4
1037,10253,3
1038,5494,3
1039,302156,3
1040,698,4
1041,10559,3
1042,1574,4
1043,1574,4
1044,1637,4
1045,1637,4
1046,1669,3
1047,9273,4
1048,17654,3
1049,11836,2
1050,322,3
1051,9535,3
1052,9535,3
1053,18126,1
1054,10333,2
1055,59967,3
1056,16300,3
1057,9870,2
1058,8292,4
1059,8292,4
1060,10762,3
1061,59436,3
1062,4133,3
1063,172,4
1064,36593,3
1065,707,3
1066,4105,3
1067,273481,3
1068,307081,3
1069,9266,3
1070,9013,4
1071,865,4
1072,50456,3
1073,9823,4
1074,9766,4
1075,14034,3
1076,12244,4
1077,51162,2
1078,239566,3
1079,9271,4
1080,9271,4
1081,4474,5
1082,16232,3
1083,9920,3
1084,8978,2
1085,11702,3
1086,11702,3
1087,43347,2
1088,10658,4
1089,10658,4
1090,13150,3
1091,9042,3
1092,10350,4
1093,14164,4
1094,76640,3
1095,14844,2
1096,8054,4
1097,9989,4
1098,311,3
1099,102362,3
1100,17186,3
1101,9053,3
1102,4512,3
1103,76349,4
1104,45610,3
1105,367961,4
1106,223702,4
1107,223702,4
1108,69,2
1109,4967,2
1110,9449,4
1111,11499,3
1112,323676,3
1113,12506,3
1114,87,4
1115,2043,3
1116,1428,3
1117,1428,3
1118,924,3
1119,2018,3
1120,192577,3
1121,699,3
1122,8831,4
1123,8831,4
1124,10439,3
1125,23483,4
1126,62206,3
1127,62206,4
1128,4348,2
1129,11780,3
1130,192102,3
1131,10025,2
1132,15198,3
1133,17834,3
1134,10016,3
1135,59859,4
1136,59859,4
1137,13495,3
1138,13495,3
1139,254473,4
1140,700,3
1141,10024,3
1142,13490,3
1143,15927,3
1144,15927,3
1145,174,4
1146,174,4
1147,525,4
1148,34584,3
1149,2666,3
1150,12783,2
1151,13155,3
1152,42807,4
1153,1613,3
1154,16617,3
1155,14560,3
1156,10330,3
1157,6957,2
1158,169917,3
1159,10189,3
1160,2055,3
1161,5902,3
1162,9358,1
1163,134,4
1164,134374,3
1165,1901,2
1166,11509,4
1167,11509,4
1168,17047,3
1169,8011,4
1170,238615,3
1171,615,3
1172,788,2
1173,13223,3
1174,50014,3
1175,11024,4
1176,11024,4
1177,208763,3
1178,12589,4
1179,7191,3
1180,7191,3
1181,1497,4
1182,117,2
1183,168530,3
1184,11969,4
1185,11969,4
1186,2085,3
1187,2085,3
1188,77877,2
1189,866,3
1190,175555,3
1191,769,3
1192,10923,3
1193,111,3
1194,11676,4
1195,77866,3
1196,9416,4
1197,20694,2
1198,12277,3
1199,12277,3
1200,2140,3
1201,227156,3
1202,11351,1
1203,10030,2
1204,10623,4
1205,11237,3
1206,11165,4
1207,6116,4
1208,57431,3
1209,21724,3
1210,21724,3
1211,278,3
1212,9290,3
1213,13374,2
1214,9469,3
1215,34813,4
1216,10431,3
1217,10167,3
1218,22825,3
1219,43931,1
1220,10861,3
1221,12770,3
1222,276907,3
1223,10074,3
1224,11954,2
1225,60309,3
1226,60309,3
1227,6978,4
1228,133698,2
1229,59440,3
1230,1770,1
1231,10655,3
1232,9903,2
1233,21338,3
1234,20766,3
1235,24264,4
1236,24264,5
1237,19803,3
1238,20309,2
1239,9067,4
1240,27360,3
1241,168705,4
1242,94352,3
1243,152742,3
1244,11699,3
1245,25353,3
1246,38543,3
1247,38543,3
1248,33157,3
1249,290864,3
1250,83770,3
1251,83770,3
1252,168,4
1253,174751,3
1254,184098,2
1255,2069,3
1256,2069,3
1257,10313,3
1258,18828,3
1259,10208,3
1260,24961,3
1261,20697,3
1262,26672,4
1263,45881,2
1264,41283,3
1265,4935,4
1266,1891,4
1267,9737,3
1268,37137,3
1269,10316,2
1270,2787,3
1271,227707,3
1272,227707,3
1273,19150,3
1274,20024,3
1275,354110,3
1276,30596,3
1277,957,3
1278,11090,3
1279,11090,3
1280,228194,3
1281,1642,3
1282,10950,3
1283,235260,3
1284,277,3
1285,11323,3
1286,11453,3
1287,204082,3
1288,24100,1
1289,5550,4
1290,5550,4
1291,30379,3
1292,287948,3
1293,11661,2
1294,12085,4
1295,38985,3
1296,4566,3
1297,10724,4
1298,1499,4
1299,1646,3
1300,4108,2
1301,4108,3
1302,8456,3
1303,85,4
1304,772,3
1305,840,3
1306,96,4
1307,10678,3
1308,8872,3
1309,16290,3
1310,579,2
1311,138843,1
1312,9312,4
1313,9312,4
1314,8326,2
1315,76203,3
1316,296096,1
1317,103370,3
1318,1051,3
1319,16690,3
1320,9760,4
1321,13279,3
1322,1649,4
1323,1649,4
1324,9570,4
1325,239678,3
1326,3989,4
1327,76617,1
1328,1710,2
1329,20391,3
1330,10139,3
1331,335778,3
1332,9645,1
1333,617,3
1334,17182,2
1335,38,3
1336,1266,3
1337,107985,4
1338,14043,3
1339,19901,2
1340,19901,3
1341,9588,3
1342,9954,4
1343,9954,4
1344,328387,4
1345,12690,3
1346,13159,2
1347,526,3
1348,22796,2
1349,2355,3
1350,5915,3
1351,13682,1
1352,9089,2
1353,9470,4
1354,18357,3
1355,10642,1
1356,290751,3
1357,13805,3
1358,4597,3
1359,9414,3
1360,81796,3
1361,15092,3
1362,15005,3
1363,15070,3
1364,17134,3
1365,18885,3
1366,4953,3
1367,10563,2
1368,5971,3
1369,11835,3
1370,11835,3
1371,26171,3
1372,9074,4
1373,14396,4
1374,15673,3
1375,42618,2
1376,13948,3
1377,106747,3
1378,106747,3
1379,46435,3
1380,256962,3
1381,3509,3
1382,23367,2
1383,3902,3
1384,128,4
1385,128,4
1386,40932,3
1387,16608,4
1388,16608,4
1389,7299,3
1390,19457,3
1391,8953,4
1392,10448,3
1393,13688,3
1394,10353,3
1395,44638,3
1396,44638,3
1397,14538,3
1398,199373,3
1399,6968,3
1400,581,3
1401,581,3
1402,12150,3
1403,11247,3
1404,694,2
1405,105,3
1406,11377,1
1407,385383,3
1408,41210,2
1409,62630,3
1410,129,3
1411,244114,4
1412,2669,3
1413,17277,3
1414,82631,3
1415,73191,3
1416,22479,3
1417,10065,1
1418,2757,3
1419,11683,2
1420,244339,3
1421,1878,3
1422,1878,3
1423,23082,2
1424,854,3
1425,157,4
1426,218043,3
1427,10147,3
1428,816,4
1429,302688,1
1430,106,4
1431,106,4
1432,160588,3
1433,9829,3
1434,10535,3
1435,43959,3
1436,16991,3
1437,16991,3
1438,9610,4
1439,11904,3
1440,10569,4
1441,10560,3
1442,333348,2
1443,20483,3
1444,38665,3
1445,11644,2
1446,146227,4
1447,68924,1
1448,848,3
1449,522,2
1450,12246,3
1451,13809,3
1452,27380,4
1453,33870,2
1454,245703,4
1455,37903,3
1456,10017,3
1457,69848,3
1458,69848,3
1459,8408,3
1460,332411,3
1461,9389,4
1462,9389,4
1463,9626,4
1464,15670,3
1465,10982,2
1466,205,3
1467,1620,3
1468,1620,3
1469,175541,3
1470,31932,2
1471,11113,1
1472,193893,3
1473,9675,2
1474,21765,3
1475,7516,3
1476,7516,3
1477,2752,2
1478,9429,3
1479,9792,1
1480,41382,3
1481,16112,1
1482,27759,3
1483,11411,4
1484,7304,3
1485,58048,3
1486,58048,3
1487,255343,1
1488,4723,4
1489,4723,4
1490,25763,4
1491,10673,4
1492,10673,3
1493,11093,3
1494,207,3
1495,24226,3
1496,9285,3
1497,9285,3
1498,83666,2
1499,318850,3
1500,13908,2
1501,1417,3
1502,9594,3
1503,4638,4
1504,13972,2
1505,13491,3
1506,25166,3
1507,17403,2
1508,12120,3
1509,18475,3
1510,40160,3
1511,9781,2
1512,8009,4
1513,3877,3
1514,8854,4
1515,34647,4
1516,34647,3
1517,16351,3
1518,38717,4
1519,2110,3
1520,90,4
1521,12154,2
1522,146,3
1523,22556,2
1524,33196,3
1525,208134,3
1526,1165,3
1527,4011,3
1528,4011,3
1529,287903,3
1530,9276,3
1531,2142,3
1532,2142,4
1533,13411,3
1534,947,3
1535,14047,3
1536,64690,3
1537,17127,2
1538,232679,3
1539,9100,2
1540,4995,3
1541,10413,3
1542,8975,3
1543,8975,3
1544,342521,3
1545,342521,3
1546,97367,3
1547,254904,3
1548,157849,2
1549,15511,3
1550,12211,4
1551,13816,3
1552,10743,3
1553,37718,3
1554,9686,2
1555,97430,3
1556,13539,2
1557,68,3
1558,115,3
1559,7874,3
1560,4911,3
1561,8321,3
1562,36047,2
1563,8053,4
1564,5236,4
1565,38031,2
1566,13853,3
1567,8461,2
1568,19,3
1569,10045,3
1570,400,3
1571,253450,3
1572,16353,3
1573,23759,4
1574,24206,3
1575,31668,3
1576,13501,3
1577,15208,3
1578,262543,3
1579,9288,4
1580,20083,3
1581,454,2
1582,9396,3
1583,1931,3
1584,691,3
1585,12227,3
1586,13824,2
1587,15173,3
1588,13950,4
1589,13950,4
1590,12403,3
1591,24940,2
1592,1440,2
1593,41317,3
1594,44092,3
1595,142,2
1596,86838,3
1597,240,3
1598,339984,3
1599,11967,4
1600,11967,4
1601,332567,1
1602,1954,3
1603,9448,3
1604,136835,3
1605,264660,3
1606,492,3
1607,238603,3
1608,10691,2
1609,1251,4
1610,5172,4
1611,2266,2
1612,47502,3
1613,9950,4
1614,24227,3
1615,24227,3
1616,157544,1
1617,59678,4
1618,79777,1
1619,407887,3
1620,17043,3
1621,62204,3
1622,17187,2
1623,59457,2
1624,9504,3
1625,6217,2
1626,16,3
1627,21612,4
1628,21612,3
1629,45324,3
1630,12144,3
1631,11658,4
1632,9552,2
1633,10136,4
1634,154,4
1635,154,4
1636,13335,3
1637,13335,3
1638,36819,4
1639,57214,3
1640,9030,1
1641,19084,3
1642,1360,2
1643,10220,3
1644,10220,3
1645,205220,3
1646,16241,2
1647,26710,3
1648,129670,3
1649,9059,1
1650,34549,3
1651,1948,3
1652,1948,3
1653,38093,2
1654,11027,3
1655,3635,2
1656,387,4
1657,387,4
1658,122906,3
1659,9550,3
1660,19419,3
1661,19419,3
1662,12088,3
1663,31246,1
1664,61752,2
1665,45226,3
1666,10212,1
1667,8669,3
1668,844,3
1669,173931,3
1670,173931,3
1671,61984,3
1672,50601,3
1673,18530,3
1674,11,4
1675,291870,3
1676,907,2
1677,206563,3
1678,206563,3
1679,12094,3
1680,10377,2
1681,256092,4
1682,256092,4
1683,1817,2
1684,10229,2
1685,22804,2
1686,12837,3
1687,17708,4
1688,17708,4
1689,28932,3
1690,31909,3
1691,11109,3
1692,11109,3
1693,9027,2
1694,63020,2
1695,13994,2
1696,62728,2
1697,45138,3
1698,62,4
1699,62,4
1700,601,4
1701,10890,3
1702,9289,3
1703,1648,4
1704,9355,4
1705,10999,3
1706,13938,4
1707,10163,2
1708,1832,4
1709,26352,4
1710,20616,2
1711,227,3
1712,294272,3
1713,15983,3
1714,42684,3
1715,8359,1
1716,11891,3
1717,11891,3
1718,9455,3
1719,10090,4
1720,10090,4
1721,164558,3
1722,17710,3
1723,9515,3
1724,9515,3
1725,328425,1
1726,14120,3
1727,1542,3
1728,1542,3
1729,10490,3
1730,37931,4
1731,3472,3
1732,13201,3
1733,9952,3
1734,9952,3
1735,82532,3
1736,134371,3
1737,2088,3
1738,10388,3
1739,29339,3
1740,32740,4
1741,13191,3
1742,11770,3
1743,10034,4
1744,18191,1
1745,11546,3
1746,41894,3
1747,184374,3
1748,22805,3
1749,245846,2
1750,283671,3
1751,15067,4
1752,15067,4
1753,43090,3
1754,16614,2
1755,250066,3
1756,667,3
1757,208869,4
1758,11576,4
1759,219,2
1760,11827,3
1761,11827,3
1762,244316,2
1763,62215,3
1764,66125,2
1765,132316,1
1766,660,3
1767,9400,4
1768,11282,3
1769,24621,2
1770,1619,3
1771,1619,3
1772,10179,4
1773,29514,1
1774,8883,3
1775,8883,3
1776,9671,3
1777,52010,3
1778,52010,3
1779,333355,5
1780,8069,3
1781,8069,3
1782,9451,3
1783,150202,1
1784,19644,3
1785,152747,4
1786,152747,4
1787,62676,3
1788,1116,3
1789,11818,4
1790,11818,4
1791,242582,3
1792,11217,2
1793,2619,1
1794,235,3
1795,170,2
1796,10734,3
1797,37964,2
1798,385736,3
1799,668,3
1800,9490,3
1801,1359,3
1802,15049,4
1803,15049,4
1804,22821,3
1805,22821,3
1806,42819,3
1807,37735,3
1808,10873,1
1809,1958,3
1810,46138,3
1811,110683,3
1812,26963,3
1813,198277,2
1814,30141,3
1815,44147,3
1816,44147,3
1817,13197,3
1818,149,3
1819,10425,3
1820,182873,2
1821,182873,3
1822,21512,4
1823,389425,3
1824,389425,3
1825,33542,3
1826,2610,2
1827,11022,3
1828,34341,3
1829,15365,4
1830,2577,2
1831,312113,4
1832,2011,3
1833,45650,3
1834,7735,2
1835,25941,3
1836,29064,1
1837,326284,3
1838,681,3
1839,238,3
1840,238,3
1841,713,2
1842,253,3
1843,253,3
1844,17908,2
1845,398,3
1846,8068,3
1847,10803,4
1848,682,3
1849,10117,4
1850,1696,2
1851,308639,3
1852,22314,3
1853,11342,3
1854,34653,2
1855,9555,4
1856,15581,3
1857,13006,3
1858,13006,3
1859,16651,3
1860,16651,3
1861,39053,2
1862,14112,3
1863,48620,3
1864,33676,3
1865,25388,4
1866,25388,4
1867,11687,4
1868,192134,3
1869,1956,3
1870,110402,3
1871,8374,3
1872,78381,1
1873,164372,3
1874,294512,3
1875,13001,4
1876,9571,3
1877,13919,3
1878,14576,3
1879,46738,2
1880,41009,4
1881,7347,4
1882,650,3
1883,16620,3
1884,34723,3
1885,87499,1
1886,28089,3
1887,62255,3
1888,218,3
1889,21641,3
1890,10925,2
1891,621,2
1892,792,3
1893,1777,3
1894,642,2
1895,642,3
1896,1725,3
1897,1725,3
1898,629,3
1899,1103,4
1900,10622,4
1901,10622,4
1902,10215,3
